"year","ncessch","school_name","state_name","lea_name","school_level","school_type","charter","magnet","free_lunch","reduced_price_lunch","enrollment","students_susp_in_sch","students_susp_out_sch_single","students_susp_out_sch_multiple","suspensions_instances","firearm_incident_ind","homicide_ind","rape_incidents","sexual_battery_incidents","robbery_w_weapon_incidents","robbery_w_firearm_incidents","robbery_no_weapon_incidents","attack_w_weapon_incidents","attack_w_firearm_incidents","attack_no_weapon_incidents","threats_w_weapon_incidents","threats_w_firearm_incidents","threats_no_weapon_incidents","possession_firearm_incidents","counselors_fte","social_workers_fte"
"2017","420357003456","Farmersville El Sch","Pennsylvania","Bethlehem Area SD","Primary","Regular school","No","No","99","9","415","3","3","1","7.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420357003458","Freemansburg El Sch","Pennsylvania","Bethlehem Area SD","Primary","Regular school","No","No","303","12","375","1","6","0","7.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420357003459","Hanover El Sch","Pennsylvania","Bethlehem Area SD","Primary","Regular school","No","No","29","6","244","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.600","0.000"
"2017","420357003462","Northeast MS","Pennsylvania","Bethlehem Area SD","Middle","Regular school","No","No","542","55","786","0","45","15","88.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000"
"2017","420357003463","Nitschmann MS","Pennsylvania","Bethlehem Area SD","Middle","Regular school","No","No","295","61","808","16","24","6","40.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000"
"2017","420357003464","Broughal MS","Pennsylvania","Bethlehem Area SD","Middle","Regular school","No","No","416","37","489","0","48","26","123.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420357003465","Liberty HS","Pennsylvania","Bethlehem Area SD","High","Regular school","No","No","1017","119","2726","196","157","59","370.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","12.000","0.000"
"2017","420357004956","East Hills MS","Pennsylvania","Bethlehem Area SD","Middle","Regular school","No","No","401","41","1047","14","35","23","96.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4.000","0.000"
"2017","420357004957","Freedom HS","Pennsylvania","Bethlehem Area SD","High","Regular school","No","No","601","69","1926","0","119","85","405.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","8.000","0.000"
"2017","420357005063","Asa Packer El Sch","Pennsylvania","Bethlehem Area SD","Primary","Regular school","No","No","84","9","338","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420357006633","Thomas Jefferson El Sch","Pennsylvania","Bethlehem Area SD","Primary","Regular school","No","No","159","17","238","1","4","3","10.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.800","0.000"
"2017","420357006634","William Penn El Sch","Pennsylvania","Bethlehem Area SD","Primary","Regular school","No","No","187","7","253","0","6","0","6.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.800","0.000"
"2017","420357006722","Donegan El Sch","Pennsylvania","Bethlehem Area SD","Primary","Regular school","No","No","473","18","513","0","14","15","56.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420357006723","Fountain Hill El Sch","Pennsylvania","Bethlehem Area SD","Primary","Regular school","No","No","440","22","515","0","16","9","39.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420360004181","Bethlehem-Center SHS","Pennsylvania","Bethlehem-Center SD","High","Regular school","No","No","107","10","393","10","3","30","32.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000","0.000","2.000","0.000","1.000","1.000"
"2017","420360005267","Bethlehem-Center MS","Pennsylvania","Bethlehem-Center SD","Middle","Regular school","No","No","121","18","264","3","22","2","39.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","8.000","0.000","0.000","4.000","0.000","1.000","1.000"
"2017","420360006975","Bethlehem-Center El Sch","Pennsylvania","Bethlehem-Center SD","Primary","Regular school","No","No","244","34","506","0","13","10","22.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","1.000"
"2017","420363000648","Beaver Falls MS","Pennsylvania","Big Beaver Falls Area SD","Middle","Regular school","No","No","358","0","358","110","42","68","261.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","10.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420363000649","Beaver Falls Area SHS","Pennsylvania","Big Beaver Falls Area SD","High","Regular school","No","No","413","0","458","81","33","48","134.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","15.000","0.000","0.000","1.000","0.000","2.000","0.000"
"2017","420363000650","Big Beaver El Sch","Pennsylvania","Big Beaver Falls Area SD","Primary","Regular school","No","No","315","0","316","13","7","7","21.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420363000799","Central El Sch","Pennsylvania","Big Beaver Falls Area SD","Primary","Regular school","No","No","572","0","572","0","22","38","124.000","No","0.000","0.000","0.000","0.000","0.000","0.000","5.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420366000038","Oak Flat El Sch","Pennsylvania","Big Spring SD","Primary","Regular school","No","No","156","15","405","13","1","1","4.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.200"
"2017","420366001676","Newville El Sch","Pennsylvania","Big Spring SD","Primary","Regular school","No","No","158","12","349","3","1","0","1.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.200"
"2017","420366001677","Big Spring HS","Pennsylvania","Big Spring SD","High","Regular school","No","No","191","25","826","105","3","16","31.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.200"
"2017","420366006116","Mount Rock Elem Sch","Pennsylvania","Big Spring SD","Primary","Regular school","No","No","115","18","374","4","3","1","5.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.200"
"2017","420366006326","Big Spring MS","Pennsylvania","Big Spring SD","Middle","Regular school","No","No","200","25","589","34","0","9","9.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.200"
"2017","420368806558","Highland MS","Pennsylvania","Blackhawk SD","Middle","Regular school","No","No","180","27","743","7","23","6","42.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","19.000","0.000","0.000","3.000","0.000","1.000","0.000"
"2017","420368806559","Northwestern Primary Sch","Pennsylvania","Blackhawk SD","Primary","Regular school","No","No","91","10","275","0","2","0","3.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.250","0.000"
"2017","420368806560","Patterson Primary Sch","Pennsylvania","Blackhawk SD","Primary","Regular school","No","No","43","6","210","0","6","0","6.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.500","0.000"
"2017","420368806707","Blackhawk HS","Pennsylvania","Blackhawk SD","High","Regular school","No","No","162","23","757","1","26","23","116.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420368807154","Blackhawk Intermediate Sch","Pennsylvania","Blackhawk SD","Primary","Regular school","No","No","110","10","370","0","0","1","2.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.250","0.000"
"2017","420369005135","Blacklick Valley JSHS","Pennsylvania","Blacklick Valley SD","High","Regular school","No","No","97","15","290","18","8","2","10.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","2.000","0.500"
"2017","420369006828","Blacklick Valley El Ctr","Pennsylvania","Blacklick Valley SD","Primary","Regular school","No","No","184","25","379","18","8","2","10.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420375000135","Blairsville El Sch","Pennsylvania","Blairsville-Saltsburg SD","Primary","Regular school","No","No","256","31","466","22","9","0","9.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5.000","0.000","0.000","1.000","0.000","1.000","0.000"
"2017","420375002317","Blairsville MS","Pennsylvania","Blairsville-Saltsburg SD","Middle","Regular school","No","No","108","7","208","0","4","1","6.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.500","0.000"
"2017","420375002352","Saltsburg El Sch","Pennsylvania","Blairsville-Saltsburg SD","Primary","Regular school","No","No","118","15","267","1","1","2","4.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420375002353","Saltsburg MS/HS","Pennsylvania","Blairsville-Saltsburg SD","High","Regular school","No","No","111","10","307","4","8","4","8.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420375004706","Blairsville SHS","Pennsylvania","Blairsville-Saltsburg SD","High","Regular school","No","No","109","12","294","0","7","1","9.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","0.000","0.000","0.000","0.500","0.000"
"2017","420384001606","Memorial El Sch","Pennsylvania","Bloomsburg Area SD","Primary","Regular school","No","No","227","16","420","1","1","1","4.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420384001608","W W Evans Memorial El Sch","Pennsylvania","Bloomsburg Area SD","Primary","Regular school","No","No","64","4","185","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.700","0.000"
"2017","420384001610","Beaver-Main El Sch","Pennsylvania","Bloomsburg Area SD","Primary","Regular school","No","No","35","4","102","1","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.300","0.000"
"2017","420384001611","Bloomsburg Area MS","Pennsylvania","Bloomsburg Area SD","Middle","Regular school","No","No","176","24","388","27","3","0","3.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","1.000","0.000"
"2017","420384001612","Bloomsburg Area HS","Pennsylvania","Bloomsburg Area SD","High","Regular school","No","No","121","14","410","97","16","6","21.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420387000138","Blue Mountain El Cressona Sch","Pennsylvania","Blue Mountain SD","Primary","Regular school","No","No","49","7","164","0","1","1","4.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.200"
"2017","420387003887","Blue Mountain El West Sch","Pennsylvania","Blue Mountain SD","Primary","Regular school","No","No","92","4","294","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.500","0.200"
"2017","420387003891","Blue Mountain HS","Pennsylvania","Blue Mountain SD","High","Regular school","No","No","197","27","900","11","0","14","91.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.800"
"2017","420387004659","Blue Mountain El East Sch","Pennsylvania","Blue Mountain SD","Primary","Regular school","No","No","163","31","625","1","0","2","13.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.600"
"2017","420387005263","Blue Mountain MS","Pennsylvania","Blue Mountain SD","Middle","Regular school","No","No","171","28","660","19","1","11","99.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.200"
"2017","420390000101","Blue Ridge MS","Pennsylvania","Blue Ridge SD","Middle","Regular school","No","No","","","219","31","5","10","42.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.330"
"2017","420390004034","Blue Ridge HS","Pennsylvania","Blue Ridge SD","High","Regular school","No","No","98","14","273","22","12","2","26.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","0.000","0.000","0.000","2.000","0.330"
"2017","420390006891","Blue Ridge El Sch","Pennsylvania","Blue Ridge SD","Primary","Regular school","No","No","244","27","503","16","6","4","17.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","1.000","0.000"
"2017","420396000754","Gilbertsville El Sch","Pennsylvania","Boyertown Area SD","Primary","Regular school","No","No","102","20","678","9","1","1","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420396000755","New Hanover-Upper Frederick El","Pennsylvania","Boyertown Area SD","Primary","Regular school","No","No","72","6","670","9","3","1","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420396000761","Pine Forge El Sch","Pennsylvania","Boyertown Area SD","Primary","Regular school","No","No","80","9","257","11","0","1","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.500","0.000"
"2017","420396000762","Colebrookdale El Sch","Pennsylvania","Boyertown Area SD","Primary","Regular school","No","No","107","8","269","2","1","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.500","0.000"
"2017","420396000763","Earl El Sch","Pennsylvania","Boyertown Area SD","Primary","Regular school","No","No","61","5","241","6","1","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420396000766","Washington El Sch","Pennsylvania","Boyertown Area SD","Primary","Regular school","No","No","98","21","445","26","3","1","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420396006305","Boyertown Area MS-West","Pennsylvania","Boyertown Area SD","Middle","Regular school","No","No","247","33","798","60","4","2","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000"
"2017","420396006306","Boyertown Area SHS","Pennsylvania","Boyertown Area SD","High","Regular school","No","No","357","69","2162","172","38","7","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","7.000","0.000"
"2017","420396006307","Boyertown El Sch","Pennsylvania","Boyertown Area SD","Primary","Regular school","No","No","137","12","451","10","2","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.500","0.000"
"2017","420396006804","Boyertown Area MS-East","Pennsylvania","Boyertown Area SD","Middle","Regular school","No","No","133","37","907","84","6","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000"
"2017","420402000281","Floyd C Fretz MS","Pennsylvania","Bradford Area SD","Middle","Regular school","No","No","560","0","560","25","13","1","39.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.000","4.000","2.000","0.000","0.000","2.000","0.250"
"2017","420402000349","School Street El Sch","Pennsylvania","Bradford Area SD","Primary","Regular school","No","No","576","0","576","3","3","0","3.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.250"
"2017","420402004691","Bradford Area HS","Pennsylvania","Bradford Area SD","High","Regular school","No","No","770","0","770","46","16","2","22.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000","0.000","0.000","0.000","3.000","0.250"
"2017","420402007037","George Blaisdell El Sch","Pennsylvania","Bradford Area SD","Primary","Regular school","No","No","647","0","647","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.250"
"2017","420405000768","Brandywine Heights El Sch","Pennsylvania","Brandywine Heights Area SD","Primary","Regular school","No","No","122","15","393","1","1","0","1.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420405006308","Brandywine Heights HS","Pennsylvania","Brandywine Heights Area SD","High","Regular school","No","No","88","13","456","0","33","6","46.000","No","0.000","0.000","0.000","0.000","0.000","0.000","1.000","1.000","1.000","0.000","0.000","0.000","0.000","1.820","0.000"
"2017","420405007585","Brandywine Heights Intrmd/MS","Pennsylvania","Brandywine Heights Area SD","Middle","Regular school","No","No","144","33","544","19","8","2","12.000","No","0.000","0.000","0.000","0.000","0.000","1.000","1.000","1.000","1.000","1.000","1.000","1.000","0.000","2.000","0.000"
"2017","420408002154","Brownsville Area MS","Pennsylvania","Brownsville Area SD","Middle","Regular school","No","No","230","24","382","58","68","27","68.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000","0.000","0.000","0.000","1.000","0.500"
"2017","420408004818","Brownsville Area HS","Pennsylvania","Brownsville Area SD","High","Regular school","No","No","195","17","471","67","40","11","62.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5.000","0.000","0.000","0.000","0.000","2.000","0.500"
"2017","420408007573","Brownsville Area El Sch","Pennsylvania","Brownsville Area SD","Primary","Regular school","No","No","307","18","725","51","51","12","27.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.330"
"2017","420414000068","Moore Sch","Pennsylvania","Brentwood Borough SD","Primary","Regular school","No","No","88","14","230","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420414000069","Elroy Avenue El Sch","Pennsylvania","Brentwood Borough SD","Primary","Regular school","No","No","166","13","308","0","2","0","2.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000","0.000","0.000","0.000","0.000","0.000"
"2017","420414000070","Brentwood SHS","Pennsylvania","Brentwood Borough SD","High","Regular school","No","No","","","370","31","20","9","40.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","9.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420414009979","Brentwood MS","Pennsylvania","Brentwood Borough SD","Middle","Regular school","No","No","152","16","293","20","9","2","15.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420420000686","Bristol MS","Pennsylvania","Bristol Borough SD","Middle","Regular school","No","No","","","224","0","7","1","11.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4.000","0.000","0.000","0.000","0.000","0.340","0.000"
"2017","420420001013","Warren Snyder-John Girotti El Sch","Pennsylvania","Bristol Borough SD","Primary","Regular school","No","No","497","51","759","0","41","13","71.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","9.000","0.000","0.000","2.000","0.000","1.000","0.000"
"2017","420420001014","Bristol HS","Pennsylvania","Bristol Borough SD","High","Regular school","No","No","178","22","277","0","13","0","13.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5.000","0.000","0.000","0.000","0.000","0.660","0.000"
"2017","420423001027","Roosevelt MS","Pennsylvania","Bristol Township SD","Middle","Regular school","No","No","435","49","756","0","70","67","493.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","124.000","0.000","0.000","19.000","0.000","2.000","0.500"
"2017","420423001029","Truman SHS","Pennsylvania","Bristol Township SD","High","Regular school","No","No","771","64","1595","203","105","46","221.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","108.000","0.000","0.000","28.000","2.000","6.000","0.600"
"2017","420423005305","Armstrong MS","Pennsylvania","Bristol Township SD","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","420423007591","Brookwood El Sch","Pennsylvania","Bristol Township SD","Primary","Regular school","No","No","523","55","1038","44","30","35","159.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","35.000","0.000","0.000","6.000","0.000","1.000","1.000"
"2017","420423007596","Mill Creek El Sch","Pennsylvania","Bristol Township SD","Primary","Regular school","No","No","605","55","1157","27","49","28","129.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","242.000","0.000","0.000","31.000","0.000","1.000","1.000"
"2017","420423007597","Keystone El Sch","Pennsylvania","Bristol Township SD","Primary","Regular school","No","No","608","54","1055","5","9","5","23.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","36.000","0.000","0.000","2.000","0.000","1.000","1.000"
"2017","420423007633","Neil A Armstrong MS","Pennsylvania","Bristol Township SD","Middle","Regular school","No","No","379","47","819","0","75","49","234.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","76.000","0.000","0.000","10.000","0.000","2.000","0.400"
"2017","420426002362","Brockway Area JSHS","Pennsylvania","Brockway Area SD","High","Regular school","No","No","176","14","432","26","16","3","28.000","No","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","2.000","2.000","1.000","2.000","0.000","2.000","0.000"
"2017","420426005148","Brockway Area Elementary Sch","Pennsylvania","Brockway Area SD","Primary","Regular school","No","No","","","537","1","2","1","4.000","No","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","1.000","1.000","1.000","0.000","1.000","0.000"
"2017","420432002368","Pinecreek El Sch","Pennsylvania","Brookville Area SD","Primary","Regular school","No","No","107","15","229","11","3","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","1.000","0.000"
"2017","420432005231","Hickory Grove El Sch","Pennsylvania","Brookville Area SD","Primary","Regular school","No","No","197","32","452","42","3","2","8.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","0.000","2.000","0.000","1.000","0.000"
"2017","420432006162","Brookville JSHS","Pennsylvania","Brookville Area SD","High","Regular school","No","No","250","47","683","55","22","2","31.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","12.000","0.000","2.000","0.000"
"2017","420432006163","Northside El Sch","Pennsylvania","Brookville Area SD","Primary","Regular school","No","No","49","7","121","3","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420450000243","Burgettstown El Ctr","Pennsylvania","Burgettstown Area SD","Primary","Regular school","No","No","184","27","494","0","5","7","11.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.500"
"2017","420450004195","Burgettstown MS/HS","Pennsylvania","Burgettstown Area SD","High","Regular school","No","No","216","21","619","70","35","11","49.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","8.000","0.000","0.000","4.000","0.000","3.000","0.500"
"2017","420453004333","Bon Air El Sch","Pennsylvania","Burrell SD","Primary","Regular school","No","No","175","19","520","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420453004336","Stewart El Sch","Pennsylvania","Burrell SD","Primary","Regular school","No","No","95","17","271","0","1","0","1.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000"
"2017","420453004339","Charles A Huston MS","Pennsylvania","Burrell SD","Middle","Regular school","No","No","137","31","443","0","35","5","69.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420453004340","Burrell HS","Pennsylvania","Burrell SD","High","Regular school","No","No","96","29","572","0","40","20","81.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000"
"2017","420459001134","Emily Brittain El Sch","Pennsylvania","Butler Area SD","Primary","Regular school","No","No","277","0","279","9","3","2","12.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.600","0.000"
"2017","420459001138","Mcquistion El Sch","Pennsylvania","Butler Area SD","Primary","Regular school","No","No","232","16","439","2","2","1","8.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.800","0.000"
"2017","420459001142","Northwest El Sch","Pennsylvania","Butler Area SD","Primary","Regular school","No","No","115","6","335","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.600","0.000"
"2017","420459001148","Center Twp Sch","Pennsylvania","Butler Area SD","Primary","Regular school","No","No","237","13","683","13","8","8","25.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","8.000","2.000","3.000","1.000","0.000","0.800","0.000"
"2017","420459001150","Connoquenessing El Sch","Pennsylvania","Butler Area SD","Primary","Regular school","No","No","42","5","251","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.400","0.000"
"2017","420459001184","Summit El Sch","Pennsylvania","Butler Area SD","Primary","Regular school","No","No","92","7","255","0","0","0","0.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.400","0.000"
"2017","420459006690","Butler Area IHS","Pennsylvania","Butler Area SD","Middle","Regular school","No","No","514","42","1511","358","47","3","86.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","22.000","0.000","0.000","2.000","0.000","3.000","0.000"
"2017","420459007139","Center Avenue Sch","Pennsylvania","Butler Area SD","Primary","Regular school","No","","","","","0","27","24","108.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.000","0.000","1.000","1.000","0.000","1.000","0.000"
"2017","420459007554","Butler Area SHS","Pennsylvania","Butler Area SD","High","Regular school","No","No","304","36","1588","134","21","32","79.000","No","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.000","0.000","0.000","0.000","0.000","4.000","0.000"
